index,Audiencia,AÃ±o,Cadena,Dia,Mes
20,"0,6%",2019,dkiss,24,01
21,"0,6%",2019,gol-television,24,01
22,"0,5%",2019,bemadtv,24,01
23,"0,4%",2019,teledeporte,24,01
24,"0,3%",2019,ten,24,01
25,"0,3%",2019,real-madrid-tv,24,01
0,"20,0%",2019,telecinco,25,01
1,"14,5%",2019,antena3,25,01
2,"9,8%",2019,la1,25,01
3,"9,1%",2019,lasexta,25,01
4,"3,9%",2019,cuatro,25,01
5,"2,3%",2019,neox,25,01
6,"2,3%",2019,fdf,25,01
7,"2,0%",2019,energy,25,01
8,"1,9%",2019,la2,25,01
9,"1,9%",2019,nova,25,01
10,"1,7%",2019,canal24horas,25,01
11,"1,5%",2019,clan,25,01
12,"1,5%",2019,13tv,25,01
13,"1,3%",2019,discoverymax,25,01
14,"1,2%",2019,mega-espana,25,01
15,"1,2%",2019,divinity,25,01
16,"1,2%",2019,paramountchannel,25,01
17,"1,1%",2019,atreseries,25,01
18,"1,0%",2019,boing,25,01
19,"0,8%",2019,disney-channel,25,01
20,"0,7%",2019,gol-television,25,01
21,"0,6%",2019,dkiss,25,01
22,"0,5%",2019,bemadtv,25,01
23,"0,4%",2019,teledeporte,25,01
24,"0,3%",2019,ten,25,01
25,"0,2%",2019,real-madrid-tv,25,01
0,"14,7%",2019,telecinco,26,01
1,"12,4%",2019,antena3,26,01
2,"10,7%",2019,la1,26,01
3,"6,6%",2019,lasexta,26,01
4,"5,1%",2019,cuatro,26,01
5,"2,6%",2019,la2,26,01
6,"2,3%",2019,fdf,26,01
7,"2,3%",2019,neox,26,01
8,"2,2%",2019,energy,26,01
9,"1,9%",2019,canal24horas,26,01
10,"1,8%",2019,clan,26,01
11,"1,7%",2019,paramountchannel,26,01
12,"1,6%",2019,divinity,26,01
13,"1,6%",2019,discoverymax,26,01
14,"1,5%",2019,13tv,26,01
15,"1,4%",2019,boing,26,01
16,"1,3%",2019,disney-channel,26,01
17,"1,2%",2019,atreseries,26,01
18,"1,2%",2019,nova,26,01
19,"1,2%",2019,mega-espana,26,01
20,"0,9%",2019,gol-television,26,01
21,"0,8%",2019,bemadtv,26,01
22,"0,8%",2019,dkiss,26,01
23,"0,7%",2019,teledeporte,26,01
24,"0,4%",2019,ten,26,01
25,"0,3%",2019,real-madrid-tv,26,01
0,"11,8%",2019,telecinco,27,01
1,"11,1%",2019,antena3,27,01
2,"10,4%",2019,la1,27,01
3,"6,1%",2019,cuatro,27,01
4,"5,6%",2019,lasexta,27,01
5,"3,1%",2019,la2,27,01
6,"2,6%",2019,fdf,27,01
7,"2,6%",2019,energy,27,01
8,"2,5%",2019,neox,27,01
9,"2,1%",2019,divinity,27,01
10,"1,9%",2019,13tv,27,01
11,"1,9%",2019,paramountchannel,27,01
12,"1,8%",2019,clan,27,01
13,"1,7%",2019,discoverymax,27,01
14,"1,5%",2019,mega-espana,27,01
15,"1,3%",2019,nova,27,01
16,"1,2%",2019,disney-channel,27,01
17,"1,2%",2019,atreseries,27,01
18,"1,2%",2019,boing,27,01
19,"1,0%",2019,canal24horas,27,01
20,"1,0%",2019,gol-television,27,01
21,"0,9%",2019,bemadtv,27,01
22,"0,7%",2019,dkiss,27,01
23,"0,6%",2019,teledeporte,27,01
24,"0,5%",2019,real-madrid-tv,27,01
25,"0,4%",2019,ten,27,01
0,"15,3%",2019,antena3,28,01
1,"15,1%",2019,telecinco,28,01
2,"8,7%",2019,la1,28,01
3,"8,4%",2019,lasexta,28,01
4,"4,5%",2019,cuatro,28,01
5,"2,8%",2019,la2,28,01
6,"2,5%",2019,neox,28,01
7,"2,4%",2019,nova,28,01
8,"2,3%",2019,fdf,28,01
9,"2,1%",2019,energy,28,01
10,"2,1%",2019,13tv,28,01
11,"1,8%",2019,mega-espana,28,01
12,"1,8%",2019,paramountchannel,28,01
13,"1,7%",2019,divinity,28,01
14,"1,6%",2019,clan,28,01
15,"1,3%",2019,discoverymax,28,01
16,"1,3%",2019,gol-television,28,01
17,"1,2%",2019,atreseries,28,01
18,"1,0%",2019,boing,28,01
19,"0,9%",2019,disney-channel,28,01
20,"0,8%",2019,dkiss,28,01
21,"0,8%",2019,canal24horas,28,01
22,"0,6%",2019,bemadtv,28,01
23,"0,3%",2019,teledeporte,28,01
24,"0,3%",2019,ten,28,01
25,"0,2%",2019,real-madrid-tv,28,01
0,"16,5%",2019,telecinco,29,01
1,"15,5%",2019,antena3,29,01
2,"8,6%",2019,la1,29,01
3,"7,7%",2019,lasexta,29,01
4,"4,3%",2019,cuatro,29,01
5,"2,5%",2019,la2,29,01
6,"2,4%",2019,fdf,29,01
7,"2,4%",2019,neox,29,01
8,"2,2%",2019,nova,29,01
9,"2,0%",2019,paramountchannel,29,01
10,"2,0%",2019,energy,29,01
11,"1,9%",2019,13tv,29,01
12,"1,8%",2019,divinity,29,01
13,"1,7%",2019,clan,29,01
14,"1,5%",2019,mega-espana,29,01
15,"1,4%",2019,discoverymax,29,01
16,"1,0%",2019,atreseries,29,01
17,"0,9%",2019,boing,29,01
18,"0,9%",2019,canal24horas,29,01
19,"0,7%",2019,dkiss,29,01
20,"0,7%",2019,gol-television,29,01
21,"0,7%",2019,disney-channel,29,01
22,"0,6%",2019,bemadtv,29,01
23,"0,4%",2019,teledeporte,29,01
24,"0,4%",2019,ten,29,01
25,"0,2%",2019,real-madrid-tv,29,01
0,"14,5%",2019,antena3,30,01
1,"14,1%",2019,telecinco,30,01
2,"10,8%",2019,la1,30,01
3,"7,4%",2019,lasexta,30,01
4,"4,4%",2019,cuatro,30,01
5,"2,8%",2019,la2,30,01
6,"2,6%",2019,neox,30,01
7,"2,6%",2019,fdf,30,01
8,"2,4%",2019,nova,30,01
9,"2,1%",2019,gol-television,30,01
10,"1,9%",2019,paramountchannel,30,01
11,"1,9%",2019,energy,30,01
12,"1,8%",2019,13tv,30,01
13,"1,7%",2019,mega-espana,30,01
14,"1,6%",2019,discoverymax,30,01
15,"1,6%",2019,clan,30,01
16,"1,4%",2019,divinity,30,01
17,"1,3%",2019,atreseries,30,01
18,"1,0%",2019,boing,30,01
19,"0,9%",2019,canal24horas,30,01
20,"0,8%",2019,dkiss,30,01
21,"0,7%",2019,disney-channel,30,01
22,"0,5%",2019,bemadtv,30,01
23,"0,4%",2019,teledeporte,30,01
24,"0,4%",2019,ten,30,01
25,"0,2%",2019,real-madrid-tv,30,01
0,"17,0%",2019,telecinco,31,01
1,"13,2%",2019,antena3,31,01
2,"9,3%",2019,la1,31,01
3,"8,1%",2019,lasexta,31,01
4,"4,3%",2019,cuatro,31,01
5,"2,6%",2019,neox,31,01
6,"2,6%",2019,fdf,31,01
7,"2,4%",2019,la2,31,01
8,"2,2%",2019,nova,31,01
9,"2,1%",2019,energy,31,01
10,"2,0%",2019,13tv,31,01
11,"1,9%",2019,paramountchannel,31,01
12,"1,8%",2019,clan,31,01
13,"1,6%",2019,mega-espana,31,01
14,"1,6%",2019,discoverymax,31,01
15,"1,5%",2019,divinity,31,01
16,"1,1%",2019,atreseries,31,01
17,"0,9%",2019,disney-channel,31,01
18,"0,9%",2019,gol-television,31,01
19,"0,9%",2019,boing,31,01
20,"0,8%",2019,dkiss,31,01
21,"0,8%",2019,canal24horas,31,01
22,"0,5%",2019,bemadtv,31,01
23,"0,4%",2019,teledeporte,31,01
24,"0,4%",2019,ten,31,01
25,"0,4%",2019,real-madrid-tv,31,01
0,"15,3%",2019,antena3,01,02
1,"14,3%",2019,telecinco,01,02
2,"8,6%",2019,la1,01,02
3,"7,9%",2019,lasexta,01,02
4,"4,6%",2019,cuatro,01,02
5,"2,8%",2019,fdf,01,02
6,"2,8%",2019,la2,01,02
7,"2,4%",2019,neox,01,02
8,"2,4%",2019,energy,01,02
9,"2,2%",2019,nova,01,02
10,"1,8%",2019,clan,01,02
11,"1,8%",2019,divinity,01,02
12,"1,8%",2019,paramountchannel,01,02
13,"1,7%",2019,discoverymax,01,02
14,"1,6%",2019,13tv,01,02
15,"1,5%",2019,mega-espana,01,02
16,"1,2%",2019,atreseries,01,02
17,"1,1%",2019,boing,01,02
18,"1,0%",2019,disney-channel,01,02
19,"1,0%",2019,gol-television,01,02
20,"0,9%",2019,canal24horas,01,02
21,"0,8%",2019,dkiss,01,02
22,"0,7%",2019,bemadtv,01,02
23,"0,4%",2019,ten,01,02
24,"0,3%",2019,teledeporte,01,02
25,"0,2%",2019,real-madrid-tv,01,02
0,"15,2%",2019,la1,02,02
1,"10,7%",2019,telecinco,02,02
2,"10,7%",2019,antena3,02,02
3,"5,7%",2019,lasexta,02,02
4,"5,6%",2019,cuatro,02,02
5,"2,6%",2019,fdf,02,02
6,"2,5%",2019,la2,02,02
7,"2,4%",2019,energy,02,02
8,"2,1%",2019,neox,02,02
9,"1,9%",2019,divinity,02,02
10,"1,8%",2019,clan,02,02
11,"1,8%",2019,13tv,02,02
12,"1,7%",2019,gol-television,02,02
13,"1,6%",2019,paramountchannel,02,02
14,"1,5%",2019,discoverymax,02,02
15,"1,4%",2019,atreseries,02,02
16,"1,3%",2019,disney-channel,02,02
17,"1,3%",2019,mega-espana,02,02
18,"1,3%",2019,nova,02,02
19,"1,3%",2019,boing,02,02
20,"1,0%",2019,canal24horas,02,02
21,"0,8%",2019,dkiss,02,02
22,"0,7%",2019,bemadtv,02,02
23,"0,6%",2019,ten,02,02
24,"0,4%",2019,teledeporte,02,02
25,"0,3%",2019,real-madrid-tv,02,02
0,"11,6%",2019,telecinco,03,02
1,"11,3%",2019,antena3,03,02
2,"10,6%",2019,la1,03,02
3,"7,9%",2019,lasexta,03,02
4,"6,2%",2019,cuatro,03,02
5,"2,9%",2019,fdf,03,02
6,"2,7%",2019,la2,03,02
7,"2,5%",2019,energy,03,02
8,"2,1%",2019,divinity,03,02
9,"2,0%",2019,neox,03,02
10,"2,0%",2019,13tv,03,02
11,"1,8%",2019,paramountchannel,03,02
12,"1,7%",2019,discoverymax,03,02
13,"1,7%",2019,clan,03,02
14,"1,5%",2019,mega-espana,03,02
15,"1,4%",2019,nova,03,02
16,"1,3%",2019,disney-channel,03,02
17,"1,1%",2019,boing,03,02
18,"1,0%",2019,atreseries,03,02
19,"0,9%",2019,dkiss,03,02
20,"0,9%",2019,gol-television,03,02
21,"0,8%",2019,canal24horas,03,02
22,"0,8%",2019,bemadtv,03,02
23,"0,6%",2019,real-madrid-tv,03,02
24,"0,5%",2019,ten,03,02
25,"0,4%",2019,teledeporte,03,02
0,"15,5%",2019,telecinco,04,02
1,"15,3%",2019,antena3,04,02
2,"8,7%",2019,la1,04,02
3,"8,3%",2019,lasexta,04,02
4,"4,4%",2019,cuatro,04,02
5,"3,0%",2019,fdf,04,02
6,"2,4%",2019,nova,04,02
7,"2,4%",2019,la2,04,02
8,"2,3%",2019,energy,04,02
9,"2,2%",2019,neox,04,02
10,"2,1%",2019,13tv,04,02
11,"1,9%",2019,paramountchannel,04,02
12,"1,8%",2019,clan,04,02
13,"1,8%",2019,mega-espana,04,02
14,"1,8%",2019,divinity,04,02
15,"1,6%",2019,discoverymax,04,02
16,"1,2%",2019,atreseries,04,02
17,"0,9%",2019,disney-channel,04,02
18,"0,9%",2019,canal24horas,04,02
19,"0,9%",2019,gol-television,04,02
20,"0,9%",2019,boing,04,02
21,"0,7%",2019,dkiss,04,02
22,"0,4%",2019,bemadtv,04,02
23,"0,4%",2019,ten,04,02
24,"0,2%",2019,teledeporte,04,02
25,"0,2%",2019,real-madrid-tv,04,02
0,"16,9%",2019,telecinco,05,02
1,"15,4%",2019,antena3,05,02
2,"8,5%",2019,la1,05,02
3,"7,7%",2019,lasexta,05,02
4,"4,7%",2019,cuatro,05,02
5,"2,9%",2019,fdf,05,02
6,"2,8%",2019,la2,05,02
7,"2,4%",2019,neox,05,02
8,"2,2%",2019,nova,05,02
9,"2,1%",2019,energy,05,02
10,"2,0%",2019,13tv,05,02
11,"2,0%",2019,paramountchannel,05,02
12,"1,9%",2019,divinity,05,02
13,"1,7%",2019,mega-espana,05,02
14,"1,6%",2019,clan,05,02
15,"1,5%",2019,discoverymax,05,02
16,"1,0%",2019,atreseries,05,02
17,"0,9%",2019,canal24horas,05,02
18,"0,8%",2019,dkiss,05,02
19,"0,8%",2019,boing,05,02
20,"0,7%",2019,gol-television,05,02
21,"0,7%",2019,disney-channel,05,02
22,"0,5%",2019,bemadtv,05,02
23,"0,4%",2019,ten,05,02
24,"0,2%",2019,teledeporte,05,02
25,"0,2%",2019,real-madrid-tv,05,02
0,"15,5%",2019,la1,06,02
1,"14,8%",2019,telecinco,06,02
2,"12,2%",2019,antena3,06,02
3,"7,2%",2019,lasexta,06,02
4,"4,0%",2019,cuatro,06,02
5,"2,9%",2019,la2,06,02
6,"2,6%",2019,fdf,06,02
7,"2,4%",2019,neox,06,02
8,"2,2%",2019,gol-television,06,02
9,"2,1%",2019,nova,06,02
10,"2,0%",2019,energy,06,02
11,"1,9%",2019,13tv,06,02
12,"1,8%",2019,paramountchannel,06,02
13,"1,7%",2019,mega-espana,06,02
14,"1,7%",2019,divinity,06,02
15,"1,5%",2019,clan,06,02
16,"1,5%",2019,discoverymax,06,02
17,"1,1%",2019,atreseries,06,02
18,"0,8%",2019,canal24horas,06,02
19,"0,7%",2019,dkiss,06,02
20,"0,7%",2019,boing,06,02
21,"0,7%",2019,disney-channel,06,02
22,"0,6%",2019,bemadtv,06,02
23,"0,5%",2019,ten,06,02
24,"0,3%",2019,teledeporte,06,02
25,"0,3%",2019,real-madrid-tv,06,02
0,"18,1%",2019,telecinco,07,02
1,"13,3%",2019,antena3,07,02
2,"10,8%",2019,la1,07,02
3,"7,6%",2019,lasexta,07,02
4,"4,2%",2019,cuatro,07,02
5,"2,9%",2019,fdf,07,02
6,"2,6%",2019,la2,07,02
7,"2,3%",2019,neox,07,02
8,"2,2%",2019,nova,07,02
9,"1,9%",2019,13tv,07,02
10,"1,8%",2019,paramountchannel,07,02
11,"1,8%",2019,energy,07,02
12,"1,7%",2019,mega-espana,07,02
13,"1,7%",2019,divinity,07,02
14,"1,5%",2019,clan,07,02
15,"1,4%",2019,gol-television,07,02
16,"1,4%",2019,discoverymax,07,02
17,"1,2%",2019,atreseries,07,02
18,"0,9%",2019,boing,07,02
19,"0,8%",2019,dkiss,07,02
20,"0,8%",2019,canal24horas,07,02
21,"0,8%",2019,disney-channel,07,02
22,"0,4%",2019,ten,07,02
23,"0,4%",2019,bemadtv,07,02
24,"0,3%",2019,teledeporte,07,02
25,"0,2%",2019,real-madrid-tv,07,02
0,"16,4%",2019,antena3,08,02
1,"15,3%",2019,telecinco,08,02
2,"9,0%",2019,la1,08,02
3,"7,5%",2019,lasexta,08,02
4,"4,3%",2019,cuatro,08,02
5,"2,8%",2019,fdf,08,02
6,"2,5%",2019,neox,08,02
7,"2,4%",2019,la2,08,02
8,"2,4%",2019,energy,08,02
9,"2,3%",2019,nova,08,02
10,"1,9%",2019,divinity,08,02
11,"1,6%",2019,13tv,08,02
12,"1,6%",2019,paramountchannel,08,02
13,"1,6%",2019,clan,08,02
14,"1,4%",2019,discoverymax,08,02
15,"1,4%",2019,mega-espana,08,02
16,"1,1%",2019,boing,08,02
17,"1,0%",2019,disney-channel,08,02
18,"1,0%",2019,atreseries,08,02
19,"0,9%",2019,dkiss,08,02
20,"0,8%",2019,gol-television,08,02
21,"0,8%",2019,canal24horas,08,02
22,"0,6%",2019,bemadtv,08,02
23,"0,4%",2019,teledeporte,08,02
24,"0,4%",2019,ten,08,02
25,"0,2%",2019,real-madrid-tv,08,02
0,"12,2%",2019,telecinco,09,02
1,"11,8%",2019,antena3,09,02
2,"9,3%",2019,la1,09,02
3,"6,2%",2019,lasexta,09,02
4,"5,4%",2019,cuatro,09,02
5,"2,8%",2019,energy,09,02
6,"2,7%",2019,fdf,09,02
7,"2,7%",2019,la2,09,02
8,"2,2%",2019,neox,09,02
9,"2,1%",2019,clan,09,02
10,"1,8%",2019,discoverymax,09,02
11,"1,7%",2019,13tv,09,02
12,"1,7%",2019,divinity,09,02
13,"1,7%",2019,paramountchannel,09,02
14,"1,6%",2019,mega-espana,09,02
15,"1,5%",2019,nova,09,02
16,"1,4%",2019,gol-television,09,02
17,"1,4%",2019,boing,09,02
18,"1,2%",2019,disney-channel,09,02
19,"1,1%",2019,atreseries,09,02
20,"1,0%",2019,canal24horas,09,02
21,"0,8%",2019,dkiss,09,02
22,"0,7%",2019,bemadtv,09,02
23,"0,5%",2019,real-madrid-tv,09,02
24,"0,4%",2019,teledeporte,09,02
25,"0,4%",2019,ten,09,02
0,"13,0%",2019,telecinco,10,02
1,"10,6%",2019,la1,10,02
2,"10,0%",2019,antena3,10,02
3,"7,2%",2019,lasexta,10,02
4,"6,4%",2019,cuatro,10,02
5,"2,8%",2019,fdf,10,02
6,"2,7%",2019,energy,10,02
7,"2,7%",2019,neox,10,02
8,"2,7%",2019,la2,10,02
9,"2,1%",2019,paramountchannel,10,02
10,"2,0%",2019,13tv,10,02
11,"2,0%",2019,divinity,10,02
12,"1,6%",2019,clan,10,02
13,"1,6%",2019,mega-espana,10,02
14,"1,5%",2019,discoverymax,10,02
15,"1,4%",2019,canal24horas,10,02
16,"1,3%",2019,nova,10,02
17,"1,2%",2019,atreseries,10,02
18,"1,0%",2019,disney-channel,10,02
19,"1,0%",2019,gol-television,10,02
20,"1,0%",2019,boing,10,02
21,"0,9%",2019,bemadtv,10,02
22,"0,8%",2019,dkiss,10,02
23,"0,4%",2019,ten,10,02
24,"0,4%",2019,teledeporte,10,02
25,"0,4%",2019,real-madrid-tv,10,02
0,"14,9%",2019,telecinco,11,02
1,"14,6%",2019,antena3,11,02
2,"8,6%",2019,la1,11,02
3,"8,5%",2019,lasexta,11,02
4,"4,7%",2019,cuatro,11,02
5,"3,0%",2019,fdf,11,02
6,"2,7%",2019,la2,11,02
7,"2,5%",2019,nova,11,02
8,"2,3%",2019,neox,11,02
9,"2,1%",2019,energy,11,02
10,"2,0%",2019,13tv,11,02
11,"2,0%",2019,paramountchannel,11,02
12,"1,9%",2019,divinity,11,02
13,"1,8%",2019,mega-espana,11,02
14,"1,5%",2019,discoverymax,11,02
15,"1,4%",2019,clan,11,02
16,"1,2%",2019,atreseries,11,02
17,"1,1%",2019,gol-television,11,02
18,"1,0%",2019,boing,11,02
19,"0,9%",2019,canal24horas,11,02
20,"0,8%",2019,disney-channel,11,02
21,"0,7%",2019,dkiss,11,02
22,"0,5%",2019,bemadtv,11,02
23,"0,4%",2019,ten,11,02
24,"0,3%",2019,teledeporte,11,02
25,"0,3%",2019,real-madrid-tv,11,02
0,"16,6%",2019,telecinco,12,02
1,"14,3%",2019,antena3,12,02
2,"8,4%",2019,la1,12,02
3,"7,6%",2019,lasexta,12,02
4,"4,7%",2019,cuatro,12,02
5,"2,7%",2019,fdf,12,02
6,"2,4%",2019,la2,12,02
7,"2,4%",2019,neox,12,02
8,"2,4%",2019,nova,12,02
9,"1,9%",2019,13tv,12,02
10,"1,8%",2019,divinity,12,02
11,"1,8%",2019,energy,12,02
12,"1,6%",2019,discoverymax,12,02
13,"1,6%",2019,canal24horas,12,02
14,"1,6%",2019,mega-espana,12,02
15,"1,6%",2019,paramountchannel,12,02
16,"1,4%",2019,clan,12,02
17,"1,1%",2019,atreseries,12,02
18,"0,9%",2019,boing,12,02
19,"0,7%",2019,dkiss,12,02
20,"0,7%",2019,gol-television,12,02
21,"0,7%",2019,disney-channel,12,02
22,"0,5%",2019,ten,12,02
23,"0,5%",2019,bemadtv,12,02
24,"0,3%",2019,teledeporte,12,02
25,"0,3%",2019,real-madrid-tv,12,02
0,"14,5%",2019,telecinco,13,02
1,"13,2%",2019,antena3,13,02
2,"8,9%",2019,la1,13,02
3,"8,3%",2019,lasexta,13,02
4,"4,2%",2019,cuatro,13,02
5,"3,2%",2019,fdf,13,02
6,"2,6%",2019,neox,13,02
7,"2,5%",2019,la2,13,02
8,"2,4%",2019,nova,13,02
9,"2,2%",2019,energy,13,02
10,"2,1%",2019,13tv,13,02
11,"1,9%",2019,divinity,13,02
12,"1,7%",2019,discoverymax,13,02
13,"1,7%",2019,paramountchannel,13,02
14,"1,6%",2019,clan,13,02
15,"1,6%",2019,mega-espana,13,02
16,"1,2%",2019,atreseries,13,02
17,"1,2%",2019,canal24horas,13,02
18,"1,1%",2019,gol-television,13,02
19,"1,0%",2019,boing,13,02
20,"0,9%",2019,dkiss,13,02
21,"0,8%",2019,disney-channel,13,02
22,"0,6%",2019,real-madrid-tv,13,02
23,"0,5%",2019,bemadtv,13,02
24,"0,4%",2019,ten,13,02
25,"0,3%",2019,teledeporte,13,02
0,"17,1%",2019,telecinco,14,02
1,"12,9%",2019,antena3,14,02
2,"7,9%",2019,lasexta,14,02
3,"7,6%",2019,la1,14,02
4,"4,0%",2019,cuatro,14,02
5,"2,7%",2019,fdf,14,02
6,"2,7%",2019,la2,14,02
7,"2,4%",2019,neox,14,02
8,"2,3%",2019,nova,14,02
9,"2,1%",2019,13tv,14,02
10,"2,1%",2019,paramountchannel,14,02
11,"2,1%",2019,energy,14,02
12,"1,8%",2019,divinity,14,02
13,"1,7%",2019,gol-television,14,02
14,"1,6%",2019,mega-espana,14,02
15,"1,5%",2019,discoverymax,14,02
16,"1,4%",2019,clan,14,02
17,"1,4%",2019,canal24horas,14,02
18,"1,1%",2019,atreseries,14,02
19,"0,9%",2019,boing,14,02
20,"0,7%",2019,dkiss,14,02
21,"0,7%",2019,disney-channel,14,02
22,"0,5%",2019,ten,14,02
23,"0,5%",2019,bemadtv,14,02
24,"0,3%",2019,teledeporte,14,02
25,"0,3%",2019,real-madrid-tv,14,02
0,"14,8%",2019,telecinco,15,02
1,"14,4%",2019,antena3,15,02
2,"8,8%",2019,lasexta,15,02
3,"8,4%",2019,la1,15,02
4,"4,4%",2019,cuatro,15,02
5,"2,7%",2019,fdf,15,02
6,"2,6%",2019,energy,15,02
7,"2,5%",2019,la2,15,02
8,"2,5%",2019,neox,15,02
9,"2,1%",2019,nova,15,02
10,"2,0%",2019,paramountchannel,15,02
11,"1,9%",2019,divinity,15,02
12,"1,8%",2019,clan,15,02
13,"1,8%",2019,13tv,15,02
14,"1,4%",2019,discoverymax,15,02
15,"1,3%",2019,mega-espana,15,02
16,"1,2%",2019,atreseries,15,02
17,"1,1%",2019,boing,15,02
18,"1,0%",2019,disney-channel,15,02
19,"0,9%",2019,dkiss,15,02
20,"0,8%",2019,gol-television,15,02
21,"0,8%",2019,canal24horas,15,02
22,"0,6%",2019,ten,15,02
23,"0,5%",2019,bemadtv,15,02
24,"0,3%",2019,real-madrid-tv,15,02
25,"0,2%",2019,teledeporte,15,02
0,"12,4%",2019,telecinco,16,02
1,"10,7%",2019,antena3,16,02
2,"9,0%",2019,la1,16,02
3,"6,8%",2019,lasexta,16,02
4,"5,7%",2019,cuatro,16,02
5,"3,0%",2019,fdf,16,02
6,"2,8%",2019,la2,16,02
7,"2,6%",2019,energy,16,02
8,"2,2%",2019,clan,16,02
9,"2,1%",2019,paramountchannel,16,02
10,"2,1%",2019,neox,16,02
11,"1,8%",2019,divinity,16,02
12,"1,6%",2019,nova,16,02
13,"1,6%",2019,discoverymax,16,02
14,"1,5%",2019,13tv,16,02
15,"1,3%",2019,disney-channel,16,02
16,"1,2%",2019,atreseries,16,02
17,"1,2%",2019,boing,16,02
18,"1,2%",2019,mega-espana,16,02
19,"1,0%",2019,gol-television,16,02
20,"0,9%",2019,canal24horas,16,02
21,"0,8%",2019,bemadtv,16,02
22,"0,8%",2019,dkiss,16,02
23,"0,6%",2019,teledeporte,16,02
24,"0,5%",2019,ten,16,02
25,"0,4%",2019,real-madrid-tv,16,02
0,"12,3%",2019,telecinco,17,02
1,"10,6%",2019,antena3,17,02
2,"9,6%",2019,la1,17,02
3,"6,6%",2019,cuatro,17,02
4,"5,8%",2019,lasexta,17,02
5,"2,9%",2019,la2,17,02
6,"2,8%",2019,energy,17,02
7,"2,8%",2019,fdf,17,02
8,"2,2%",2019,divinity,17,02
9,"2,1%",2019,13tv,17,02
10,"2,1%",2019,neox,17,02
11,"2,1%",2019,paramountchannel,17,02
12,"1,8%",2019,clan,17,02
13,"1,6%",2019,discoverymax,17,02
14,"1,5%",2019,mega-espana,17,02
